game_id,analyst,choosed
1367,김현회,1.0
1368,김현회,0.0
1369,김현회,1.0
1370,김현회,0.0
1371,김현회,0.5
1372,김현회,1.0
1379,김현회,1.0
1380,김현회,0.0
1381,김현회,0.0
1382,김현회,0.5
1383,김현회,0.5
1389,김현회,1.0
1390,김현회,0.0
1391,김현회,1.0
1392,김현회,0.0
1393,김현회,0.5
1394,김현회,0.0
1395,김현회,1.0
1396,김현회,1.0
1397,김현회,0.0
1398,김현회,1.0
1399,김현회,0.5
1400,김현회,0.0
1407,김현회,0.0
1408,김현회,0.0
1409,김현회,1.0
1410,김현회,0.0
1411,김현회,0.5
1412,김현회,0.5
1413,김현회,1.0
1414,김현회,0.0
1415,김현회,1.0
1416,김현회,1.0
1417,김현회,0.0
1418,김현회,0.5
1424,김현회,1.0
1425,김현회,1.0
1426,김현회,1.0
1427,김현회,1.0
1428,김현회,0.5
1429,김현회,0.5
1430,김현회,1.0
1431,김현회,1.0
1432,김현회,0.0
1433,김현회,1.0
1434,김현회,0.0
1435,김현회,0.5
1436,김현회,0.0
1437,김현회,0.5
1438,김현회,0.5
1439,김현회,0.0
1440,김현회,0.0
1441,김현회,0.5
1442,김현회,1.0
1443,김현회,0.0
1444,김현회,0.5
1445,김현회,0.0
1446,김현회,1.0
1447,김현회,1.0
1448,김현회,0.0
1449,김현회,1.0
1450,김현회,0.0
1451,김현회,0.0
1452,김현회,1.0
1453,김현회,0.0
1454,김현회,0.0
1455,김현회,1.0
1456,김현회,0.5
1457,김현회,0.5
1458,김현회,1.0
1459,김현회,1.0
1460,김현회,1.0
1461,김현회,1.0
1462,김현회,0.5
1463,김현회,0.0
1476,김현회,1.0
1477,김현회,1.0
1478,김현회,1.0
1479,김현회,1.0
1480,김현회,0.5
1481,김현회,0.0
1482,김현회,1.0
1483,김현회,1.0
1484,김현회,0.0
1485,김현회,0.0
1486,김현회,1.0
1487,김현회,1.0
1488,김현회,1.0
1489,김현회,1.0
1490,김현회,0.0
1491,김현회,0.0
1492,김현회,0.0
1493,김현회,0.0
1494,김현회,1.0
1495,김현회,1.0
1496,김현회,1.0
1497,김현회,0.0
1498,김현회,0.0
1499,김현회,1.0
1500,김현회,1.0
1501,김현회,1.0
1502,김현회,0.0
1503,김현회,0.5
1504,김현회,0.5
1517,김현회,1.0
1518,김현회,1.0
1519,김현회,0.0
1520,김현회,1.0
1521,김현회,1.0
1522,김현회,0.5
1523,김현회,1.0
1524,김현회,0.0
1525,김현회,0.0
1526,김현회,0.0
1527,김현회,0.5
1528,김현회,0.5
1529,김현회,1.0
1530,김현회,1.0
1531,김현회,1.0
1532,김현회,1.0
1533,김현회,0.0
1534,김현회,0.0
1535,김현회,0.0
1536,김현회,0.0
